draft_year,draft_section,draft_section_name,overall_draft_pick,draft_section_pick,draft_section_round,draft_team_name,player_id,player_first_name,player_last_name,player_photo_url,player_position,player_last_team
2023,2,Defensive Backs,162,74,21,Seattle Sea Dragons,20339,Roger,Cray,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Roger_Cray_20339.png,DB,Old Dominion
2023,2,Defensive Backs,163,75,21,Arlington Renegades,21861,T.J.,Green,,DB,Clemson
2023,2,Defensive Backs,164,76,21,Houston Roughnecks,21566,David,Tolentino,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/David_Tolentino_21566.png,DB,Grand View
2023,2,Defensive Backs,165,77,21,D.C. Defenders,20046,C.J.,Anthony,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/CJ_Anthony_20046.png,DB,Garden City CC
2023,2,Defensive Backs,166,78,21,St. Louis Battlehawks,21762,Tareke,Lewis,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Tareke_Lewis_21762.png,DB,Utah
2023,2,Defensive Backs,167,79,21,San Antonio Brahmas,20008,Tenny,Adewusi,,DB,Delaware
2023,2,Defensive Backs,168,80,21,Orlando Guardians,21664,Shaquille,Wiggins,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Shaquille_Wiggins_21664.png,DB,Tennessee
2023,2,Defensive Backs,169,81,22,Orlando Guardians,20444,Matt,Elam,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Matt_Elam_20444.png,DB,Florida
2023,2,Defensive Backs,170,82,22,San Antonio Brahmas,20901,Jack,Koerner,,DB,Iowa
2023,2,Defensive Backs,171,83,22,St. Louis Battlehawks,21862,Mike,Hampton,,DB,South Florida
2023,2,Defensive Backs,172,84,22,D.C. Defenders,21864,Holton,Hill,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Holton_Hill_21864.png,DB,Texas
2023,2,Defensive Backs,173,85,22,Houston Roughnecks,21848,John,Brannon,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/John_Brannon_21848.png,DB,Western Carolina
2023,2,Defensive Backs,174,86,22,Arlington Renegades,20199,Donatello,Brown,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Donatello_Brown_20199.png,DB,Valdosta St
2023,2,Defensive Backs,175,87,22,Seattle Sea Dragons,21721,Mykael,Wright,,DB,Oregon
2023,2,Defensive Backs,176,88,22,Vegas Vipers,21312,Stephen,Roberts,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Stephen_Roberts_21312.png,DB,Auburn
2023,3,Defensive Front Seven,177,1,23,Vegas Vipers,21739,Vic,Beasley,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Vic_Beasley_21739.png,LB,Clemson
2023,3,Defensive Front Seven,178,2,23,Seattle Sea Dragons,22017,Elijah,Ponder,,DL,Cincinnati
2023,3,Defensive Front Seven,179,3,23,Arlington Renegades,20017,Otaro,Alaka,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Otaro_Alaka_20017.png,LB,Texas A&M
2023,3,Defensive Front Seven,180,4,23,Houston Roughnecks,20801,Deandre,Johnson,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Deandre_Johnson_20801.png,LB,Miami-Fl
2023,3,Defensive Front Seven,181,5,23,D.C. Defenders,21387,Niles,Scott,,DL,Frostburg St
2023,3,Defensive Front Seven,182,6,23,St. Louis Battlehawks,21678,Lakiem,Williams,,LB,Syracuse
2023,3,Defensive Front Seven,183,7,23,San Antonio Brahmas,21735,Justin,Alexandre,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Justin_Alexandre_21735.png,DL,Incarnate Word
2023,3,Defensive Front Seven,184,8,23,Orlando Guardians,20308,Nick,Coe,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Nick_Coe_20308.png,DL,Auburn
2023,3,Defensive Front Seven,185,9,24,Orlando Guardians,21696,Gerald,Willis,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Gerald_Willis_21696.png,DL,Miami-Fl
2023,3,Defensive Front Seven,186,10,24,San Antonio Brahmas,20785,Riko,Jeffers,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Riko_Jeffers_20785.png,LB,Texas Tech
2023,3,Defensive Front Seven,187,11,24,St. Louis Battlehawks,20442,Emeke,Egbule,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Emeke_Egbule_20442.png,LB,Houston
2023,3,Defensive Front Seven,188,12,24,D.C. Defenders,21080,Andre,Mintze,,LB,Vanderbilt
2023,3,Defensive Front Seven,189,13,24,Houston Roughnecks,20350,John,Daka,,DL,James Madison
2023,3,Defensive Front Seven,190,14,24,Arlington Renegades,21922,Josiah,Coatney,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Josiah_Coatney_21922.png,DL,Mississippi
2023,3,Defensive Front Seven,191,15,24,Seattle Sea Dragons,20918,Niko,Lalos,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Niko_Lalos_20918.png,DL,Dartmouth
2023,3,Defensive Front Seven,192,16,24,Vegas Vipers,21960,Max,Roberts,,LB,Boston College
2023,3,Defensive Front Seven,193,17,25,Vegas Vipers,21975,Robert,Windsor,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Robert_Windsor_21975.png,DL,Penn St
2023,3,Defensive Front Seven,194,18,25,Seattle Sea Dragons,21640,Curtis,Weaver,,DL,Boise St
2023,3,Defensive Front Seven,195,19,25,Arlington Renegades,20296,Will,Clarke,,DL,West Virginia
2023,3,Defensive Front Seven,196,20,25,Houston Roughnecks,20107,Tavante,Beckett,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Tavante_Beckett_20107.png,LB,Marshall
2023,3,Defensive Front Seven,197,21,25,D.C. Defenders,21182,Jacub,Panasiuk,,DL,Michigan St
2023,3,Defensive Front Seven,198,22,25,St. Louis Battlehawks,20647,Willie,Harvey,,LB,Iowa St
2023,3,Defensive Front Seven,199,23,25,San Antonio Brahmas,20291,Denzel,Chukwukelu,,DL,UTEP
2023,3,Defensive Front Seven,200,24,25,Orlando Guardians,20992,Stansly,Maponga,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Stansly_Maponga_20992.png,DL,Texas Christian
2023,3,Defensive Front Seven,201,25,26,Orlando Guardians,21374,Keonte,Schad,,DL,Oregon St
2023,3,Defensive Front Seven,202,26,26,San Antonio Brahmas,20551,Youhanna,Ghaifan,,DL,Wyoming
2023,3,Defensive Front Seven,203,27,26,St. Louis Battlehawks,20965,Lacale,London,,DL,Western Illinois
2023,3,Defensive Front Seven,204,28,26,D.C. Defenders,20201,Fadol,Brown,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Fadol_Brown_20201.png,DL,Mississippi
2023,3,Defensive Front Seven,205,29,26,Houston Roughnecks,21267,Elijah,Qualls,,DL,Washington
2023,3,Defensive Front Seven,206,30,26,Arlington Renegades,20919,Davonte,Lambert,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Davonte_Lambert_20919.png,DL,Auburn
2023,3,Defensive Front Seven,207,31,26,Seattle Sea Dragons,20466,Austin,Faoliu,,DL,Oregon
2023,3,Defensive Front Seven,208,32,26,Vegas Vipers,21968,Pita,Taumoepenu,,LB,Utah
2023,3,Defensive Front Seven,209,33,27,Vegas Vipers,21948,Jah'Sheem,Martin,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jahsheem_Martin_21948.png,DL,Pace
2023,3,Defensive Front Seven,210,34,27,Seattle Sea Dragons,20460,Jordan,Evans,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jordan_Evans_20460.png,LB,Oklahoma
2023,3,Defensive Front Seven,211,35,27,Arlington Renegades,20944,Jessie,Lemonier,,LB,Liberty
2023,3,Defensive Front Seven,212,36,27,Houston Roughnecks,20437,Austin,Edwards,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Austin_Edwards_20437.png,DL,Ferris St
2023,3,Defensive Front Seven,213,37,27,D.C. Defenders,20699,Anthony,Hines,,LB,Texas A&M
2023,3,Defensive Front Seven,214,38,27,St. Louis Battlehawks,20061,Kevin,Atkins,,DL,Fresno St
2023,3,Defensive Front Seven,215,39,27,San Antonio Brahmas,20264,Owen,Carney,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Owen_Carney_20264.png,LB,Illinois
2023,3,Defensive Front Seven,216,40,27,Orlando Guardians,21162,Emmanuel,Olenga,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Emmanuel_Olenga_21162.png,DL,Tennessee St
2023,3,Defensive Front Seven,217,41,28,Orlando Guardians,21448,Terrance,Smith,,LB,Florida St
2023,3,Defensive Front Seven,218,42,28,San Antonio Brahmas,20304,Omari,Cobb,,LB,Marshall
2023,3,Defensive Front Seven,219,43,28,St. Louis Battlehawks,21415,Drew,Singleton,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Drew_Singleton_21415.png,LB,Rutgers
2023,3,Defensive Front Seven,220,44,28,D.C. Defenders,21132,Dame,Ndiaye,,DL,Portland St
2023,3,Defensive Front Seven,221,45,28,Houston Roughnecks,21820,Chauncey,Rivers,,DL,Mississippi St
2023,3,Defensive Front Seven,222,46,28,Arlington Renegades,22010,Bruce,Hector,,DL,South Florida
2023,3,Defensive Front Seven,223,47,28,Seattle Sea Dragons,21620,Tre,Walker,,LB,Idaho
2023,3,Defensive Front Seven,224,48,28,Vegas Vipers,21744,D.J.,Calhoun,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/DJ_Calhoun_21744.png,LB,Arizona St
2023,3,Defensive Front Seven,225,49,29,Vegas Vipers,20374,P.J.,Dawson,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Paul_Dawson_20374.png,LB,Texas Christian
2023,3,Defensive Front Seven,226,50,29,Seattle Sea Dragons,21869,Daniel,Joseph,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Daniel_Joseph_21869.png,DL,North Carolina St
2023,3,Defensive Front Seven,227,51,29,Arlington Renegades,21116,Ryan,Mueller,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Ryan_Mueller_21116.png,LB,Kansas St
2023,3,Defensive Front Seven,228,52,29,Houston Roughnecks,21564,Tariqious,Tisdale,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Tariqious_Tisdale_21564.png,DL,Mississippi
2023,3,Defensive Front Seven,229,53,29,D.C. Defenders,20189,Jamal,Brooks,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jamal_Brooks_20189.png,LB,South Alabama
2023,3,Defensive Front Seven,230,54,29,St. Louis Battlehawks,20971,Elorm,Lumor,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Elorm_Lumor_20971.png,DL,Towson
2023,3,Defensive Front Seven,231,55,29,San Antonio Brahmas,22023,Prince,Emili,,DL,Penn
2023,3,Defensive Front Seven,232,56,29,Orlando Guardians,21244,Terrance,Plummer,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Terrance_Plummer_21244.png,LB,Central Florida
2023,3,Defensive Front Seven,233,57,30,Orlando Guardians,22001,Caeveon,Patton,,DL,Texas St
2023,3,Defensive Front Seven,234,58,30,San Antonio Brahmas,20733,Andrzej,Hughes-Murray,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Andrzej_Hughes-Murray_20733.png,LB,Oregon St
2023,3,Defensive Front Seven,235,59,30,St. Louis Battlehawks,21319,Gelen,Robinson,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Gelen_Robinson_21319.png,DL,Purdue
2023,3,Defensive Front Seven,236,60,30,D.C. Defenders,21623,Joseph,Wallace,,DL,Sam Houston St
2023,3,Defensive Front Seven,237,61,30,Houston Roughnecks,20188,Ellis,Brooks,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Ellis_Brooks_20188.png,LB,Penn St
2023,3,Defensive Front Seven,238,62,30,Arlington Renegades,20331,Doug,Costin,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Doug_Costin_20331.png,DL,Miami-OH
2023,3,Defensive Front Seven,239,63,30,Seattle Sea Dragons,21437,Emmanuel,Smith,,LB,Vanderbilt
2023,3,Defensive Front Seven,240,64,30,Vegas Vipers,20066,C.J.,Avery,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/CJ_Avery_20066.png,LB,Louisville
2023,3,Defensive Front Seven,241,65,31,Vegas Vipers,21966,LaRon,Stokes,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Laron_Stokes_21966.png,DL,Oklahoma
2023,3,Defensive Front Seven,242,66,31,Seattle Sea Dragons,20760,Antwuan,Jackson,,DL,Ohio St
2023,3,Defensive Front Seven,243,67,31,Arlington Renegades,21533,Nick,Temple,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Nick_Temple_21533.png,LB,Cincinnati
2023,3,Defensive Front Seven,244,68,31,Houston Roughnecks,20464,Diego,Fagot,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Diego_Fagot_20464.png,LB,Naval Academy
2023,3,Defensive Front Seven,245,69,31,D.C. Defenders,21476,Aaron,Sterling,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Aaron_Sterling_21476.png,LB,South Carolina
2023,3,Defensive Front Seven,246,70,31,St. Louis Battlehawks,21340,Mike,Rose,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Mike_Rose_21340.png,LB,Iowa St
2023,3,Defensive Front Seven,247,71,31,San Antonio Brahmas,20414,Joel,Dublanko,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Joel_Dublanko_20414.png,LB,Cincinnati
2023,3,Defensive Front Seven,248,72,31,Orlando Guardians,21514,Khristian,Tate,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Khristian_Tate_21514.png,DL,Georgetown
2023,3,Defensive Front Seven,249,73,32,Orlando Guardians,20841,Jacoby,Jones,,DL,Texas
2023,3,Defensive Front Seven,250,74,32,San Antonio Brahmas,21740,Drew,Beesley,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Drew_Beesley_21740.png,DL,Michigan St
2023,3,Defensive Front Seven,251,75,32,St. Louis Battlehawks,21625,Seth,Walter,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Seth_Walter_21625.png,DL,Dartmouth
2023,3,Defensive Front Seven,252,76,32,D.C. Defenders,21174,Jarrell,Owens,,DL,Oklahoma St
2023,3,Defensive Front Seven,253,77,32,Houston Roughnecks,21989,C.J.,Brewer,,DL,Coastal Carolina
2023,3,Defensive Front Seven,254,78,32,Arlington Renegades,21639,Josh,Watson,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Josh_Watson_21639.png,LB,Colorado St
2023,3,Defensive Front Seven,255,79,32,Seattle Sea Dragons,21422,Tuzar,Skipper,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Tuzar_Skipper_21422.png,LB,Toledo
2023,3,Defensive Front Seven,256,80,32,Vegas Vipers,20674,Rod,Henderson,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Rod_Henderson_20674.png,DL,Alabama St
2023,3,Defensive Front Seven,257,81,33,Vegas Vipers,20811,Jawuan,Johnson,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jawuan_Johnson_20811.png,LB,Texas Christian
2023,3,Defensive Front Seven,258,82,33,Seattle Sea Dragons,21939,P.J.,Hall,,DL,Sam Houston St
2023,3,Defensive Front Seven,259,83,33,Arlington Renegades,22024,Isaiah,Graham-Mobley,,LB,Boston College
2023,3,Defensive Front Seven,260,84,33,Houston Roughnecks,20055,Jaquan,Artis,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jaquan_Artis_20055.png,DL,Lenoir-Rhyne
2023,3,Defensive Front Seven,261,85,33,D.C. Defenders,21676,Jordan,Williams,,DL,Virginia Tech
2023,3,Defensive Front Seven,262,86,33,St. Louis Battlehawks,20251,Phil,Campbell,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Phil_Campbell_20251.png,LB,Pittsburgh
2023,3,Defensive Front Seven,263,87,33,San Antonio Brahmas,21589,Mike,Tverdov,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Mike_Tverdov_21589.png,DL,Rutgers
2023,3,Defensive Front Seven,264,88,33,Orlando Guardians,20187,DeCalon,Brooks,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Decalon_Brooks_20187.png,LB,Florida St
2023,4,Offensive Line,265,1,34,Houston Roughnecks,21456,Jack,Snyder,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jack_Snyder_21456.png,OL,San Jose St
2023,4,Offensive Line,266,2,34,Arlington Renegades,20735,Cameron,Hunt,,OL,Oregon
2023,4,Offensive Line,267,3,34,Seattle Sea Dragons,21172,Chris,Owens,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Chris_Owens_21172.png,OL,Alabama
2023,4,Offensive Line,268,4,34,Vegas Vipers,20537,Antonio,Garcia,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Antonio_Garcia_20537.png,OL,Troy
2023,4,Offensive Line,269,5,34,Orlando Guardians,21119,Brandon,Murphy,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Brandon_Murphy_21119.png,OL,Memphis
2023,4,Offensive Line,270,6,34,San Antonio Brahmas,20864,Luke,Juriga,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Luke_Juriga_20864.png,OL,Western Michigan
2023,4,Offensive Line,271,7,34,St. Louis Battlehawks,20855,Jaryd,Jones-Smith,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jaryd_Jones-Smith_20855.png,OL,Pittsburgh
2023,4,Offensive Line,272,8,34,D.C. Defenders,21490,T.J.,Storment,,OL,Texas Tech
2023,4,Offensive Line,273,9,35,D.C. Defenders,20319,Cody,Conway,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Cody_Conway_20319.png,OL,Syracuse
2023,4,Offensive Line,274,10,35,St. Louis Battlehawks,20265,Shane,Carpenter,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Shane_Carpenter_20265.png,OL,Louisiana Tech
2023,4,Offensive Line,275,11,35,San Antonio Brahmas,20778,Darius,James,,OL,Auburn
2023,4,Offensive Line,276,12,35,Orlando Guardians,21006,Kamalie,Matthews,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Kamalie_Omari_Matthews_21006.png,OL,Murray St
2023,4,Offensive Line,277,13,35,Vegas Vipers,21218,Ben,Petrula,,OL,Boston College
2023,4,Offensive Line,278,14,35,Seattle Sea Dragons,21059,Michal,Menet,,OL,Penn St
2023,4,Offensive Line,279,15,35,Arlington Renegades,21040,Garrett,McGhin,,OL,East Carolina
2023,4,Offensive Line,280,16,35,Houston Roughnecks,21998,Desmond,Noel,,OL,Florida Atlantic
2023,4,Offensive Line,281,17,36,Houston Roughnecks,20556,Shamarious,Gilmore,,OL,Georgia St
2023,4,Offensive Line,282,18,36,Arlington Renegades,20722,Mike,Horton,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Mike_Horton_20722.png,OL,Auburn
2023,4,Offensive Line,283,19,36,Seattle Sea Dragons,20261,Jacob,Capra,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jacob_Capra_20261.png,OL,San Diego St
2023,4,Offensive Line,284,20,36,Vegas Vipers,21651,Dohnovan,West,,OL,Arizona St
2023,4,Offensive Line,285,21,36,Orlando Guardians,20080,Jachai,Baker,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jachai_Baker_20080.png,OL,South Alabama
2023,4,Offensive Line,286,22,36,San Antonio Brahmas,21724,Willie,Wright,,OL,Tulsa
2023,4,Offensive Line,287,23,36,St. Louis Battlehawks,20562,Steven,Gonzalez,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Steven_Gonzalez_20562.png,OL,Penn St
2023,4,Offensive Line,288,24,36,D.C. Defenders,20298,Ty,Clary,,OL,Arkansas
2023,4,Offensive Line,289,25,37,D.C. Defenders,20966,Greg,Long,,OL,Purdue
2023,4,Offensive Line,290,26,37,St. Louis Battlehawks,21972,Jay,Williams,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jay_Williams_21972.png,OL,Florida A&M
2023,4,Offensive Line,291,27,37,San Antonio Brahmas,21516,Marcus,Tatum,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Marcus_Tatum_21516.png,OL,Central Florida
2023,4,Offensive Line,292,28,37,Orlando Guardians,20170,T.J.,Bradley,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/TJ_Bradley_20170.png,OL,Maryland
2023,4,Offensive Line,293,29,37,Vegas Vipers,21911,Jamil,Demby,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jamil_Demby_21911.png,OL,Maine
2023,4,Offensive Line,294,30,37,Seattle Sea Dragons,21928,Julien,Davenport,,OL,Bucknell
2023,4,Offensive Line,295,31,37,Arlington Renegades,20939,Darta,Lee,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Darta_Lee_20939.png,OL,UTEP
2023,4,Offensive Line,296,32,37,Houston Roughnecks,20327,Sam,Cooper,,OL,Merrimack
2023,4,Offensive Line,297,33,38,Houston Roughnecks,20280,Tommy,Champion,,OL,Mississippi St
2023,4,Offensive Line,298,34,38,Arlington Renegades,21850,Cam,Carter,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Cam_Carter_21850.png,OL,Murray St
2023,4,Offensive Line,299,35,38,Seattle Sea Dragons,20794,Liam,Jimmons,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Liam_Jimmons_20794.png,OL,USC
2023,4,Offensive Line,300,36,38,Vegas Vipers,20169,Clayton,Bradley,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Clayton_Bradley_20169.png,OL,UNLV
2023,4,Offensive Line,301,37,38,Orlando Guardians,20516,Joshua,Frazier,,OL,Alabama
2023,4,Offensive Line,302,38,38,San Antonio Brahmas,20224,Malcolm,Bunche,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Malcolm_Bunche_20224.png,OL,UCLA
2023,4,Offensive Line,303,39,38,St. Louis Battlehawks,22002,Jon ,Toth,,OL,Kentucky
2023,4,Offensive Line,304,40,38,D.C. Defenders,21980,D'Marcus,Hayes,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Dmarcus_Hayes_21980.png,OL,Georgia
2023,4,Offensive Line,305,41,39,D.C. Defenders,20982,Michael,Maietti,,OL,Missouri
2023,4,Offensive Line,306,42,39,St. Louis Battlehawks,21936,Tison,Gray,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Tison_Gray_21936.png,OL,South Carolina St
2023,4,Offensive Line,307,43,39,San Antonio Brahmas,20862,Roubbens,Joseph,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Roubbens_Joseph_20862.png,OL,Buffalo
2023,4,Offensive Line,308,44,39,Orlando Guardians,20527,Zeveyon,Furcron,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Zeveyon_Furcron_20527.png,OL,Southern Illinois
2023,4,Offensive Line,309,45,39,Vegas Vipers,21075,Michael,Miller,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Michael_Miller_21075.png,OL,Washburn
2023,4,Offensive Line,310,46,39,Seattle Sea Dragons,20573,Paul,Grattan,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Paul_Grattan_20573.png,OL,UCLA
2023,4,Offensive Line,311,47,39,Arlington Renegades,21698,Boe,Wilson,,OL,Western Kentucky
2023,4,Offensive Line,312,48,39,Houston Roughnecks,20911,Kary,Kutsch,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Kary_Kutsch_20911.png,OL,Colorado
2023,4,Offensive Line,313,49,40,Houston Roughnecks,21189,Dareuan,Parker,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Dareuan_Parker_21189.png,OL,Mississippi St
2023,4,Offensive Line,314,50,40,Arlington Renegades,21479,Jake,Stetz,,OL,Boise St
2023,4,Offensive Line,315,51,40,Seattle Sea Dragons,21844,Frank,Ball,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Frank_Ball_21844.png,OL,Virginia State
2023,4,Offensive Line,316,52,40,Vegas Vipers,20434,Quinterrius,Eatmon,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Quinterrius_Eatmon_20434.png,OL,South Florida
2023,4,Offensive Line,317,53,40,Orlando Guardians,20750,Jordan,Ighofose,,OL,Grambling
2023,4,Offensive Line,318,54,40,San Antonio Brahmas,21258,Norman,Price,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Norman_Price_21258.png,OL,Southern Miss
2023,4,Offensive Line,319,55,40,St. Louis Battlehawks,20397,Daishawn,Dixon,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Daishawn_Dixon_20397.png,OL,San Diego St
2023,4,Offensive Line,320,56,40,D.C. Defenders,21621,Dwayne,Wallace,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Dwayne_Wallace_21621.png,OL,Kansas
2023,4,Offensive Line,321,57,41,D.C. Defenders,21710,Tyler,Witt,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Tyler_Witt_21710.png,OL,Purdue
2023,4,Offensive Line,322,58,41,St. Louis Battlehawks,20511,Bryce,Foxworth,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Bryce_Foxworth_20511.png,OL,Southern Miss
2023,4,Offensive Line,323,59,41,San Antonio Brahmas,20948,Kohl,Levao,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Kohl_Levao_20948.png,OL,Hawaii
2023,4,Offensive Line,324,60,41,Orlando Guardians,21461,Jalen,Spady,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jalen_Spady_21461.png,OL,Florida A&M
